Order ID,Customer ID,Customer Name,Region,State,City,Category,Product Name,Quantity,Unit Price,Discount %,Total Sales,Sales Date,Payment Method,Delivery Status,Customer Segment
O10339,C442,Maria Taylor,West,Goa,Margao,Sports,Football,23,14343.18,16.79,274504.08,2026-11-18,Credit Card,Delivered,Consumer
O10340,C153,Travis Mills,East,Bihar,Gaya,Electronics,Keyboard,34,40017.92,7.48,1258835.71,2026-10-10,UPI,Delivered,Corporate
O10341,C442,Rebecca Larson MD,East,Jharkhand,Jamshedpur,Electronics,Mouse,36,10471.53,11.32,334301.5,2026-09-13,Debit Card,Delivered,Consumer
O10342,C020,Ashley Mitchell,South,Karnataka,Mangalore,Electronics,Mouse,26,1035.64,14.86,22925.34,2026-03-25,Cash,Delivered,Consumer
O10343,C187,David Olson,North,Haryana,Panipat,Accessories,Headset,28,11176.9,17.98,256684.21,2026-11-14,Credit Card,Delivered,Corporate
O10344,C494,Christopher Walker,West,Rajasthan,Udaipur,Appliances,Washing Machine,20,9052.98,4.39,173111.08,2026-01-29,Debit Card,Delivered,Home Office
O10345,C291,Gary Dennis,South,Andhra Pradesh,Visakhapatnam,Electronics,Keyboard,19,31420.78,12.67,521355.58,2026-08-12,Net Banking,Delivered,Home Office
O10346,C012,Alicia Harris,West,Maharashtra,Nagpur,Clothing,Dress,9,31653.88,7.43,263717.97,2026-12-06,Net Banking,Pending,Consumer
O10347,C151,Kevin Baldwin,West,Goa,Panaji,Clothing,T-Shirt,43,25754.81,14.83,943220.98,2026-02-23,Net Banking,Delivered,Consumer
O10348,C120,Tara Thompson,South,Andhra Pradesh,Visakhapatnam,Electronics,Mouse,45,26932.14,17.21,1003370.34,2026-02-27,Credit Card,Delivered,Corporate
O10349,C487,Ashley Montgomery,North,Haryana,Gurgaon,Clothing,Shirt,27,29570.1,9.95,718952.63,2026-09-24,Cash,Cancelled,Corporate
O10350,C446,Mary Cooper,South,Tamil Nadu,Coimbatore,Sports,Yoga Mat,36,33905.66,19.66,980633.06,2026-03-25,Credit Card,Delivered,Home Office
O10351,C092,Becky Rodriguez MD,West,Goa,Panaji,Furniture,Chair,42,38890.77,12.32,1432175.94,2026-01-05,Net Banking,Delivered,Corporate
O10352,C029,Brian Thompson,South,Andhra Pradesh,Vijayawada,Electronics,Keyboard,47,11859.3,19.66,447804.8,2026-11-08,Debit Card,Delivered,Corporate
O10353,C022,Renee Myers,East,Jharkhand,Ranchi,Accessories,Charger,20,37679.82,15.84,634226.73,2026-04-26,Net Banking,Delivered,Home Office
O10354,C113,Kyle Henry,East,Bihar,Bhagalpur,Appliances,Washing Machine,27,30929.57,3.76,803698.69,2026-12-21,Cash,Delivered,Corporate
O10355,C106,Thomas Morrison,West,Gujarat,Surat,Appliances,Mixer,19,48264.75,8.07,843025.91,2026-11-02,Net Banking,Delivered,Home Office
O10356,C147,Cindy Benjamin,North,Punjab,Amritsar,Furniture,Sofa,23,12694.34,2.05,285984.44,2026-01-12,UPI,Delivered,Home Office
O10357,C062,Rose Harris,West,Gujarat,Vadodara,Clothing,Shirt,49,22101.55,19.57,871037.56,2026-01-12,Credit Card,Delivered,Consumer
O10358,C117,Timothy Williamson,South,Kerala,Kozhikode,Accessories,Power Bank,23,38627.06,1.33,876606.36,2026-02-22,Cash,Delivered,Consumer
O10359,C119,Kelsey Sexton,West,Maharashtra,Pune,Appliances,Microwave,29,10659.04,11.09,274831.62,2026-10-05,UPI,Delivered,Home Office
O10360,C424,Phillip Howard,West,Gujarat,Vadodara,Appliances,Mixer,13,11247.49,5.57,138073.06,2026-02-18,Debit Card,Delivered,Home Office
O10361,C106,Linda Brown,South,Andhra Pradesh,Guntur,Furniture,Bookshelf,10,33367.1,16.03,280183.54,2026-05-11,Net Banking,Pending,Home Office
O10362,C062,Yvonne Gray,East,West Bengal,Kolkata,Appliances,Washing Machine,6,18581.3,10.65,99614.35,2026-10-14,UPI,Pending,Corporate
O10363,C335,Donald Roberts,West,Rajasthan,Udaipur,Appliances,Mixer,47,36572.03,4.67,1638613.46,2026-12-29,Cash,Pending,Home Office
O10364,C052,Deborah Kent,West,Maharashtra,Nagpur,Clothing,Shirt,35,47742.93,1.94,1638585.1,2026-05-04,Cash,Delivered,Consumer
O10365,C365,Regina Miller,East,Bihar,Bhagalpur,Furniture,Cabinet,5,5691.48,4.79,27094.29,2026-12-17,Cash,Delivered,Corporate
O10366,C227,Tiffany Olson,East,West Bengal,Siliguri,Appliances,Air Conditioner,44,45537.03,4.35,1916471.44,2026-09-27,Cash,Delivered,Corporate
O10367,C175,Cynthia Holloway,South,Karnataka,Bangalore,Clothing,Shirt,38,49725.51,14.17,1621817.4,2026-01-17,Credit Card,Cancelled,Consumer
O10368,C330,Tamara Cordova,South,Karnataka,Mysore,Appliances,Microwave,32,14568.69,16.64,388622.72,2026-11-16,UPI,Delivered,Home Office
O10369,C309,Erik Middleton,West,Rajasthan,Jaipur,Appliances,Washing Machine,16,5482.04,15.07,74494.35,2026-12-23,Debit Card,Delivered,Corporate
O10370,C259,James Roberts,South,Tamil Nadu,Chennai,Appliances,Washing Machine,13,43786.08,19.12,460384.36,2026-08-28,Debit Card,Delivered,Consumer
O10371,C035,Cassandra Cuevas,North,Delhi,New Delhi,Electronics,Mouse,5,21712.32,9.5,98248.25,2026-12-12,Cash,Delivered,Corporate
O10372,C396,Melissa Harper,West,Goa,Panaji,Accessories,Power Bank,25,15655.34,7.64,361481.8,2026-06-05,Cash,Pending,Corporate
O10373,C248,Paul Powell,East,Bihar,Bhagalpur,Sports,Cricket Bat,1,21148.04,17.54,17438.67,2026-08-12,Net Banking,Delivered,Consumer
O10374,C124,Tyler Stanton,North,Haryana,Faridabad,Electronics,Laptop,6,16085.62,1.21,95345.9,2026-09-29,UPI,Pending,Consumer
O10375,C499,Kimberly Duarte,East,Jharkhand,Ranchi,Clothing,Jeans,33,29810.39,15.17,834509.08,2026-11-01,UPI,Delivered,Home Office
O10376,C127,Michael Aguirre,West,Maharashtra,Pune,Electronics,Mouse,4,21357.55,11.45,75648.44,2026-01-17,Credit Card,Delivered,Corporate
O10377,C484,Luke Gardner,South,Tamil Nadu,Coimbatore,Appliances,Microwave,26,43714.59,7.69,1049176.39,2026-02-22,Debit Card,Cancelled,Consumer
O10378,C046,Tina Williams,South,Tamil Nadu,Coimbatore,Electronics,Keyboard,34,3226.32,10.91,97727.17,2026-09-01,Cash,Delivered,Consumer
O10379,C252,Toni Vargas,South,Karnataka,Mysore,Accessories,USB Cable,24,34068.06,2.16,799972.56,2026-12-05,Net Banking,Delivered,Home Office
O10380,C280,Carolyn Gaines,North,Punjab,Amritsar,Sports,Cricket Bat,44,8759.9,13.58,333093.45,2026-03-10,UPI,Delivered,Consumer
O10381,C353,Kim Watson,South,Tamil Nadu,Chennai,Furniture,Sofa,10,17300.54,6.57,161638.95,2026-05-12,Net Banking,Delivered,Consumer
O10382,C150,Sara West,North,Uttar Pradesh,Kanpur,Sports,Basketball,23,25680.48,17.97,484511.05,2026-02-25,UPI,Delivered,Consumer
O10383,C308,Debra Gomez,North,Delhi,New Delhi,Clothing,Dress,46,28821.42,13.68,1144417.89,2026-12-23,Net Banking,Delivered,Consumer
O10384,C214,Kelly Higgins,South,Andhra Pradesh,Guntur,Clothing,T-Shirt,49,47380.24,14.98,1973851.32,2026-09-04,Credit Card,Delivered,Consumer
O10385,C385,Melissa West,South,Andhra Pradesh,Visakhapatnam,Clothing,T-Shirt,16,1989.06,9.85,28690.2,2026-07-28,Net Banking,Delivered,Home Office
O10386,C040,Melissa Church,South,Kerala,Trivandrum,Electronics,Laptop,31,36771.19,6.81,1062279.23,2026-04-02,Net Banking,Delivered,Consumer
O10387,C088,Christopher Powers,South,Tamil Nadu,Madurai,Electronics,Printer,29,16002.14,12.71,405079.77,2026-03-15,UPI,Delivered,Home Office
O10388,C387,Tonya Rodriguez,West,Maharashtra,Pune,Accessories,Charger,22,11529.42,8.1,233101.81,2026-07-28,Debit Card,Pending,Corporate
O10389,C079,Stephanie Green,South,Kerala,Kochi,Furniture,Sofa,21,41243.65,5.83,815622.05,2026-05-13,Cash,Delivered,Consumer
O10390,C338,Wendy Anderson,East,Bihar,Bhagalpur,Sports,Yoga Mat,24,29018.99,4.41,665742.06,2026-07-08,Debit Card,Delivered,Home Office
O10391,C129,Christopher Pena,West,Gujarat,Surat,Sports,Football,28,47523.46,15.41,1125602.65,2026-01-14,Net Banking,Pending,Consumer
O10392,C081,Jason Coleman,West,Rajasthan,Jaipur,Clothing,T-Shirt,50,8897.1,6.37,416517.74,2026-05-04,Debit Card,Delivered,Corporate
O10393,C075,Chad Jennings,North,Punjab,Amritsar,Appliances,Washing Machine,16,47492.43,4.82,723252.72,2026-08-26,Debit Card,Pending,Home Office
O10394,C474,Justin Camacho,North,Uttar Pradesh,Lucknow,Appliances,Air Conditioner,47,6501.79,19.38,246361.93,2026-08-07,Net Banking,Delivered,Consumer
O10395,C117,Aaron Woods,North,Delhi,New Delhi,Sports,Tennis Racket,14,16092.2,18.72,183116.36,2026-02-15,Credit Card,Delivered,Home Office
O10396,C308,Andrea Ayers,East,Jharkhand,Ranchi,Electronics,Laptop,15,12232.18,8.73,167464.66,2026-01-27,Debit Card,Delivered,Corporate
O10397,C468,Reginald Smith,East,West Bengal,Durgapur,Accessories,Power Bank,45,46368.54,18.97,1690759.26,2026-03-04,Net Banking,Delivered,Corporate
O10398,C255,Sara Thomas MD,North,Haryana,Panipat,Appliances,Air Conditioner,46,17730.12,8.72,744466.46,2026-10-19,Cash,Delivered,Home Office
O10399,C345,Paul Carroll,West,Gujarat,Vadodara,Clothing,Dress,22,38409.73,16.1,708966.8,2026-09-17,UPI,Delivered,Consumer
O10400,C406,William Ward,West,Maharashtra,Mumbai,Furniture,Sofa,12,32012.34,17.68,316230.7,2026-04-19,UPI,Delivered,Home Office
O10401,C330,Alyssa Hernandez,North,Punjab,Amritsar,Sports,Cricket Bat,2,15042.44,2.95,29197.38,2026-08-17,Net Banking,Delivered,Home Office
O10402,C039,Peter Hatfield,East,Jharkhand,Dhanbad,Electronics,Keyboard,36,6762.96,10.48,217951.26,2026-03-31,Net Banking,Delivered,Consumer
O10403,C481,Amanda Cook,North,Delhi,New Delhi,Furniture,Table,6,35141.26,15.99,177133.04,2026-02-26,Cash,Delivered,Corporate
O10404,C125,Martin Coffey,South,Karnataka,Mysore,Clothing,T-Shirt,27,49428.56,11.59,1179894.33,2026-06-03,UPI,Delivered,Home Office
O10405,C265,Amy Camacho,North,Uttar Pradesh,Kanpur,Appliances,Mixer,28,11899.91,17.56,274688.0,2026-07-30,Credit Card,Delivered,Corporate
O10406,C148,Michael Todd,North,Punjab,Patiala,Appliances,Microwave,44,21653.87,14.0,819382.44,2026-09-06,UPI,Delivered,Home Office
O10407,C154,David Garcia,South,Tamil Nadu,Coimbatore,Accessories,Charger,13,7798.07,4.54,96772.49,2026-10-27,Credit Card,Delivered,Corporate
O10408,C135,Kathleen Friedman,East,Odisha,Cuttack,Appliances,Washing Machine,40,46787.2,13.21,1624264.44,2026-03-16,Net Banking,Delivered,Consumer
O10409,C485,Timothy Simmons,East,West Bengal,Durgapur,Electronics,Monitor,44,27291.88,14.49,1026840.61,2026-12-05,UPI,Delivered,Home Office
O10410,C495,Lindsey Miller,West,Goa,Margao,Furniture,Bookshelf,16,2691.94,11.86,37962.81,2026-09-22,Debit Card,Delivered,Consumer
O10411,C338,George Lopez,West,Maharashtra,Nagpur,Electronics,Keyboard,24,42518.2,1.59,1004211.85,2026-07-18,Cash,Delivered,Consumer
O10412,C499,April Strickland,North,Punjab,Patiala,Accessories,USB Cable,19,38310.32,18.69,591852.3,2026-10-02,UPI,Delivered,Home Office
O10413,C354,Julie Moore,South,Kerala,Trivandrum,Furniture,Table,23,38377.25,0.82,875438.8,2026-03-05,Cash,Delivered,Consumer
O10414,C406,Erica Freeman,North,Uttar Pradesh,Lucknow,Appliances,Microwave,33,8506.42,7.23,260416.39,2026-05-25,Cash,Delivered,Corporate
O10415,C222,Noah Allison,South,Karnataka,Bangalore,Electronics,Keyboard,7,31356.25,18.42,179063.0,2026-09-25,Net Banking,Delivered,Consumer
O10416,C407,Stephanie Donaldson,South,Kerala,Kozhikode,Accessories,Smartwatch,26,47922.95,6.9,1160022.93,2026-04-24,Debit Card,Delivered,Home Office
O10417,C205,Christine Smith,South,Karnataka,Mangalore,Electronics,Mouse,11,7121.81,12.97,68179.22,2026-03-16,Net Banking,Pending,Corporate
O10418,C157,Pamela Williams,North,Punjab,Amritsar,Electronics,Laptop,25,48030.96,13.76,1035547.5,2026-12-22,UPI,Delivered,Corporate
O10419,C202,Rita Cooper,North,Delhi,New Delhi,Clothing,Dress,8,24512.43,17.3,162174.24,2026-03-26,UPI,Delivered,Corporate
O10420,C468,Gabriel Brown,West,Rajasthan,Udaipur,Appliances,Microwave,12,29131.97,12.57,305640.98,2026-06-19,Net Banking,Pending,Corporate
O10421,C291,Katherine Kirk,South,Karnataka,Bangalore,Clothing,Jacket,9,17493.86,10.6,140755.6,2026-04-14,Credit Card,Delivered,Corporate
O10422,C303,Vanessa Harris,South,Tamil Nadu,Madurai,Appliances,Refrigerator,38,40621.76,11.03,1373364.84,2026-06-21,Net Banking,Delivered,Home Office
O10423,C298,Timothy Smith,South,Karnataka,Mangalore,Clothing,Jacket,12,12956.49,4.81,147999.39,2026-12-27,UPI,Delivered,Corporate
O10424,C038,Travis Harris,East,Odisha,Cuttack,Furniture,Bookshelf,29,36241.56,12.37,920995.89,2026-05-06,Net Banking,Delivered,Consumer
O10425,C123,Carolyn Clark,North,Uttar Pradesh,Lucknow,Sports,Basketball,13,40848.08,4.79,505588.94,2026-03-25,Debit Card,Delivered,Corporate
O10426,C155,Trevor Galvan,South,Andhra Pradesh,Vijayawada,Appliances,Air Conditioner,4,30654.62,0.2,122373.24,2026-07-30,Net Banking,Delivered,Consumer
O10427,C347,Joseph Andersen,West,Maharashtra,Pune,Clothing,Jeans,47,42733.83,10.07,1806235.07,2026-03-13,Net Banking,Delivered,Consumer
O10428,C050,Jason Smith,North,Delhi,New Delhi,Accessories,Headset,40,16260.04,2.26,635702.52,2026-03-23,Net Banking,Delivered,Home Office
O10429,C377,Adrian Pittman,East,Jharkhand,Ranchi,Appliances,Mixer,27,16741.87,2.1,442537.85,2026-07-11,Cash,Delivered,Home Office
O10430,C478,Lauren Williams,South,Kerala,Kochi,Accessories,Smartwatch,16,8881.57,11.04,126416.71,2026-12-02,Cash,Delivered,Consumer
O10431,C344,Jessica Martinez,North,Delhi,New Delhi,Sports,Cricket Bat,31,16608.38,13.81,443757.64,2026-12-14,Net Banking,Delivered,Home Office
O10432,C335,Shelly Riley,West,Goa,Panaji,Furniture,Chair,33,43765.72,17.6,1190077.46,2026-08-16,Credit Card,Delivered,Home Office
O10433,C437,John Lucero,West,Maharashtra,Mumbai,Clothing,Shirt,47,33328.93,14.86,1333683.8,2026-10-20,UPI,Delivered,Home Office
O10434,C165,Lauren Young,West,Goa,Panaji,Appliances,Washing Machine,16,25635.16,16.33,343183.01,2026-02-04,Debit Card,Delivered,Consumer
O10435,C027,Karen Kline,East,West Bengal,Durgapur,Electronics,Monitor,15,35948.01,9.37,488695.22,2026-05-24,Credit Card,Pending,Home Office
O10436,C268,Daniel Walker,West,Rajasthan,Udaipur,Electronics,Printer,21,48467.31,18.31,831451.86,2026-08-23,UPI,Delivered,Home Office
O10437,C288,Erica Frazier,North,Uttar Pradesh,Kanpur,Clothing,Shirt,43,35573.53,3.78,1471840.57,2026-08-16,Cash,Delivered,Corporate
O10438,C020,Christopher Nicholson,North,Uttar Pradesh,Lucknow,Clothing,T-Shirt,33,30193.7,2.05,975966.06,2026-02-01,Debit Card,Delivered,Consumer
O10439,C267,Jennifer Becker,East,Bihar,Patna,Accessories,Power Bank,9,34124.53,1.5,302513.96,2026-03-28,UPI,Pending,Corporate
O10440,C036,Anna Austin,North,Uttar Pradesh,Kanpur,Furniture,Sofa,27,39031.48,6.91,981028.93,2026-01-09,Net Banking,Delivered,Corporate
O10441,C447,Luis Carpenter,West,Maharashtra,Nagpur,Clothing,Jacket,30,12331.06,0.74,367194.3,2026-11-25,Debit Card,Delivered,Home Office
O10442,C060,Tasha Steele,East,Jharkhand,Dhanbad,Appliances,Microwave,41,21912.98,13.46,777503.21,2026-06-17,Cash,Pending,Consumer
O10443,C107,Sarah Jordan,West,Rajasthan,Jodhpur,Clothing,T-Shirt,50,23969.89,18.09,981686.84,2026-02-16,Cash,Delivered,Corporate
O10444,C397,Mark Garza,West,Gujarat,Ahmedabad,Accessories,Charger,43,19450.76,8.07,768886.6,2026-11-23,Cash,Delivered,Consumer
O10445,C489,Rachel Bean,West,Rajasthan,Udaipur,Accessories,Charger,34,46403.52,14.38,1350843.59,2026-11-21,Cash,Pending,Home Office
O10446,C035,April Stevens,North,Uttar Pradesh,Kanpur,Clothing,Dress,50,16506.46,1.64,811787.7,2026-08-17,Net Banking,Delivered,Consumer
O10447,C259,Alicia Evans,East,West Bengal,Durgapur,Furniture,Cabinet,39,42896.28,2.8,1626112.18,2026-05-21,Debit Card,Delivered,Home Office
O10448,C251,Ryan Vega,South,Karnataka,Mysore,Furniture,Table,24,24816.69,3.27,576124.42,2026-10-21,UPI,Delivered,Consumer
O10449,C220,Kenneth Smith,East,Jharkhand,Ranchi,Appliances,Air Conditioner,9,28768.02,10.45,231855.86,2026-11-21,Cash,Delivered,Corporate
O10450,C001,Tami Wagner,South,Tamil Nadu,Coimbatore,Clothing,Jacket,41,18919.31,1.08,767314.24,2026-11-25,UPI,Delivered,Consumer
O10451,C136,Jose Roberson,North,Uttar Pradesh,Noida,Furniture,Chair,49,2344.51,10.1,103278.01,2026-01-03,Credit Card,Delivered,Consumer
O10452,C106,Warren Arnold,North,Uttar Pradesh,Kanpur,Electronics,Printer,14,20574.15,6.11,270438.97,2026-08-05,Debit Card,Delivered,Home Office
O10453,C091,Dustin Williams,East,Odisha,Cuttack,Furniture,Bookshelf,38,49066.25,18.88,1512496.6,2026-03-19,Net Banking,Delivered,Consumer
O10454,C196,Hunter Frazier,East,Odisha,Bhubaneswar,Sports,Cricket Bat,30,15808.64,12.76,413743.73,2026-08-22,Cash,Pending,Home Office
O10455,C057,Sandra Mcdaniel,North,Haryana,Gurgaon,Clothing,Dress,5,11371.35,19.13,45980.05,2026-10-06,Credit Card,Delivered,Consumer
O10456,C326,Zachary Hess,West,Gujarat,Ahmedabad,Furniture,Table,33,41271.76,11.91,1199757.68,2026-11-23,Net Banking,Delivered,Consumer
O10457,C072,Patricia Perez,South,Kerala,Kochi,Appliances,Mixer,10,26606.67,10.47,238209.52,2026-09-11,Net Banking,Delivered,Corporate
O10458,C259,Shirley Smith,East,West Bengal,Durgapur,Appliances,Refrigerator,43,22613.11,3.83,935122.2,2026-10-31,Cash,Delivered,Consumer
O10459,C123,Chad Richardson,East,Bihar,Bhagalpur,Accessories,USB Cable,13,43609.25,2.76,551273.25,2026-05-27,Debit Card,Delivered,Home Office
O10460,C274,Brian Smith,North,Delhi,New Delhi,Clothing,Jacket,8,41252.68,18.99,267350.37,2026-05-31,Cash,Delivered,Consumer
O10461,C043,Sarah Peterson,South,Tamil Nadu,Chennai,Clothing,Shirt,49,18293.04,2.63,872784.72,2026-05-27,Cash,Delivered,Home Office
O10462,C253,Joshua Torres,North,Punjab,Ludhiana,Accessories,Smartwatch,33,18054.17,16.91,495039.93,2026-12-12,Credit Card,Pending,Consumer
O10463,C227,Veronica Lucas,East,Bihar,Patna,Accessories,Power Bank,14,932.45,2.54,12722.72,2026-12-15,Credit Card,Delivered,Home Office
O10464,C080,Andrew Smith,East,Jharkhand,Dhanbad,Sports,Basketball,25,36487.39,7.22,846325.01,2026-07-20,Cash,Delivered,Home Office
O10465,C485,Kristie Ferrell,South,Tamil Nadu,Chennai,Appliances,Microwave,15,40698.02,0.1,609859.83,2026-12-12,Cash,Delivered,Corporate
O10466,C019,Brian Lewis,North,Haryana,Faridabad,Clothing,Jeans,5,47477.71,0.6,235964.22,2026-09-02,Debit Card,Delivered,Consumer
O10467,C214,Karen Johnson,South,Tamil Nadu,Chennai,Accessories,Smartwatch,26,5176.61,3.67,129652.34,2026-07-13,Credit Card,Delivered,Corporate
O10468,C325,Edward Bennett,East,Jharkhand,Ranchi,Electronics,Mouse,50,14703.83,17.78,604474.45,2026-01-30,UPI,Cancelled,Consumer
O10469,C082,Ashley Sims,East,Jharkhand,Jamshedpur,Sports,Tennis Racket,32,49678.99,5.34,1504836.22,2026-09-30,Debit Card,Delivered,Consumer
O10470,C082,Diane Guerrero,North,Delhi,New Delhi,Electronics,Mouse,40,28757.1,3.91,1105307.9,2026-12-19,Credit Card,Delivered,Home Office
O10471,C450,William Barnes,South,Karnataka,Mangalore,Clothing,Jeans,2,35444.43,16.8,58979.53,2026-04-24,Debit Card,Delivered,Home Office
O10472,C227,Phillip Lopez,East,Jharkhand,Ranchi,Electronics,Laptop,5,18898.42,12.06,83096.35,2026-10-01,UPI,Cancelled,Corporate
O10473,C447,Teresa Howard,North,Haryana,Panipat,Sports,Yoga Mat,7,30979.83,10.24,194652.47,2026-08-15,Debit Card,Delivered,Consumer
O10474,C023,Teresa Hodge,West,Maharashtra,Nagpur,Furniture,Sofa,1,44965.3,19.8,36062.17,2026-03-02,Debit Card,Delivered,Home Office
O10475,C470,Jason Sullivan,East,Odisha,Bhubaneswar,Sports,Cricket Bat,12,1254.52,17.02,12492.01,2026-04-30,Credit Card,Delivered,Home Office
O10476,C149,Daniel Miller,North,Delhi,New Delhi,Accessories,Charger,26,35021.1,8.4,834062.52,2026-02-09,Net Banking,Delivered,Consumer
O10477,C017,Susan Warner,North,Uttar Pradesh,Noida,Accessories,Charger,15,48107.01,11.96,635301.17,2026-05-12,Debit Card,Delivered,Consumer
O10478,C476,Erika Yates,South,Kerala,Kochi,Sports,Yoga Mat,49,39027.32,10.36,1714220.39,2026-02-27,Cash,Delivered,Consumer
O10479,C243,Lauren Howard,East,Odisha,Cuttack,Clothing,Shirt,4,47325.92,18.36,154547.52,2026-10-31,Debit Card,Delivered,Corporate
O10480,C090,Lisa Brooks,North,Delhi,New Delhi,Furniture,Sofa,12,22904.69,0.71,272904.8,2026-03-21,Debit Card,Delivered,Home Office
O10481,C242,Katie Stewart,East,Odisha,Rourkela,Appliances,Washing Machine,36,28359.11,17.82,838998.6,2026-10-04,Debit Card,Delivered,Home Office
O10482,C303,John Jones,North,Delhi,New Delhi,Sports,Yoga Mat,40,18761.04,5.09,712244.12,2026-01-24,Credit Card,Delivered,Corporate
O10483,C381,Jonathan Smith,South,Kerala,Trivandrum,Furniture,Sofa,45,18152.85,17.8,671473.92,2026-08-09,Debit Card,Delivered,Corporate
O10484,C369,Melissa Steele,West,Rajasthan,Jaipur,Electronics,Laptop,33,40138.74,14.68,1130130.31,2026-01-02,Cash,Delivered,Corporate
O10485,C118,Scott Turner,North,Delhi,New Delhi,Accessories,Charger,3,3486.13,13.62,9033.96,2026-03-23,Debit Card,Delivered,Consumer
O10486,C154,Kristin Peters,North,Punjab,Patiala,Appliances,Mixer,31,14977.84,5.3,439704.45,2026-05-29,Cash,Cancelled,Corporate
O10487,C144,Christine Clark,South,Karnataka,Bangalore,Electronics,Keyboard,18,48678.62,7.09,814091.51,2026-09-06,UPI,Delivered,Consumer
O10488,C234,Daniel Thomas,East,Jharkhand,Ranchi,Electronics,Printer,40,8790.05,4.32,336412.79,2026-02-22,Cash,Delivered,Consumer
O10489,C159,Jessica Smith DDS,East,Jharkhand,Jamshedpur,Furniture,Bookshelf,27,31876.87,2.32,840707.82,2026-12-11,Credit Card,Delivered,Home Office
O10490,C004,Madison Perez,North,Punjab,Patiala,Appliances,Air Conditioner,9,24499.93,19.21,178141.44,2026-05-05,Debit Card,Delivered,Corporate
O10491,C206,Stephanie Stephens,North,Delhi,New Delhi,Accessories,Smartwatch,26,15697.55,14.94,347160.74,2026-10-19,Net Banking,Delivered,Corporate
O10492,C235,Bryan Miller,South,Andhra Pradesh,Guntur,Sports,Yoga Mat,29,19958.01,1.79,568422.09,2026-09-24,Net Banking,Delivered,Consumer
O10493,C431,Laura Herrera,East,Jharkhand,Ranchi,Accessories,Headset,32,6693.7,18.31,174978.67,2026-11-05,Credit Card,Delivered,Home Office
O10494,C162,Anthony Lambert,West,Rajasthan,Jaipur,Clothing,Jeans,33,36090.86,14.31,1020566.51,2026-07-09,Net Banking,Cancelled,Consumer
O10495,C181,Alice Terrell,West,Gujarat,Ahmedabad,Furniture,Table,19,9911.01,9.66,170118.52,2026-04-18,Cash,Delivered,Consumer
O10496,C349,Nichole Graham,West,Rajasthan,Udaipur,Clothing,T-Shirt,39,42321.51,13.65,1425240.33,2026-08-29,UPI,Pending,Home Office
O10497,C317,Mary Jenkins,East,Bihar,Bhagalpur,Accessories,Power Bank,32,49102.75,5.89,1478739.14,2026-12-02,UPI,Pending,Corporate
O10498,C189,Diana Cohen,South,Kerala,Trivandrum,Furniture,Bookshelf,1,10340.83,4.49,9876.53,2026-12-07,UPI,Delivered,Consumer
O10499,C117,Kelly Carrillo,West,Gujarat,Surat,Sports,Football,40,22449.93,18.19,734651.51,2026-10-18,Credit Card,Delivered,Consumer
O10500,C177,Jeffrey Ashley,North,Punjab,Patiala,Furniture,Cabinet,4,47027.45,7.07,174810.44,2026-04-08,Cash,Delivered,Corporate
O10501,C162,Jesse Berry DDS,East,West Bengal,Durgapur,Accessories,Power Bank,43,46606.85,12.69,1749774.95,2026-08-01,Credit Card,Delivered,Consumer
O10502,C393,Dylan Howard,South,Andhra Pradesh,Visakhapatnam,Accessories,USB Cable,26,43139.79,1.35,1106492.47,2026-07-19,UPI,Delivered,Consumer
O10503,C410,Grace Pugh,South,Tamil Nadu,Coimbatore,Sports,Tennis Racket,24,11615.47,12.83,243004.92,2026-12-31,UPI,Delivered,Consumer
O10504,C057,Stephanie Perez,East,Odisha,Rourkela,Appliances,Refrigerator,40,34111.62,17.66,1123500.32,2026-12-09,UPI,Delivered,Consumer
O10505,C392,Jordan Baird,South,Kerala,Trivandrum,Clothing,Jeans,30,12847.56,13.22,334473.38,2026-10-26,Debit Card,Pending,Consumer
O10506,C389,Brooke Duncan,South,Andhra Pradesh,Visakhapatnam,Accessories,Headset,1,9019.43,17.83,7411.27,2026-04-21,Credit Card,Delivered,Corporate
O10507,C404,Terri York,East,West Bengal,Durgapur,Accessories,Headset,50,18807.21,12.05,827047.06,2026-09-07,Cash,Delivered,Home Office
O10508,C414,Angela Anderson,North,Uttar Pradesh,Lucknow,Electronics,Printer,1,1260.87,11.26,1118.9,2026-10-09,Debit Card,Cancelled,Consumer
O10509,C494,Michelle Lyons,West,Goa,Margao,Sports,Football,44,8240.68,5.93,341088.34,2026-10-01,Net Banking,Pending,Home Office
O10510,C350,Dennis Smith,South,Karnataka,Mangalore,Electronics,Keyboard,4,15757.37,1.45,62115.55,2026-03-15,Cash,Delivered,Consumer
O10511,C442,Mr. John Prince,East,Jharkhand,Ranchi,Accessories,Headset,4,43203.46,13.21,149985.13,2026-12-25,Debit Card,Pending,Home Office
O10512,C250,Michael Leon,South,Karnataka,Mangalore,Accessories,Power Bank,36,14123.42,2.03,498121.72,2026-01-22,Credit Card,Pending,Consumer
O10513,C055,Sara Jones,West,Gujarat,Surat,Electronics,Laptop,27,49917.03,11.58,1191689.22,2026-01-11,Cash,Delivered,Home Office
O10514,C490,Jake Mathis,South,Tamil Nadu,Chennai,Furniture,Bookshelf,13,32962.94,18.94,347356.87,2026-11-06,Debit Card,Delivered,Consumer
O10515,C242,Cassandra Thornton,South,Andhra Pradesh,Visakhapatnam,Furniture,Table,49,31702.99,15.51,1312506.96,2026-09-13,Net Banking,Delivered,Home Office
